x_m,y_m,z_m,radius_m
1.5748071114453384e-06,-2.4835923592835851e-06,2.2047264296852356e-06,4.9999999999999998e-07
5.8507487167079803e-07,-2.344790822206803e-06,2.1706056609952635e-06,4.9999999999999998e-07
2.0621761284940105e-06,-1.8783648337282454e-06,2.8341476586973906e-06,4.9999999999999998e-07
3.2941478765604537e-07,-2.7291179281213367e-06,1.283514573732558e-06,4.9999999999999998e-07
2.9906890780825434e-06,-2.1199071766854661e-06,2.552152979660466e-06,4.9999999999999998e-07
4.624536176153149e-08,-3.556759710382253e-06,7.9892799065937151e-07,4.9999999999999998e-07
3.5218420153782294e-06,-2.5113478405337941e-06,1.8007205050573612e-06,4.9999999999999998e-07
3.0740798618512864e-06,-1.9180132674905024e-06,1.1317936493396016e-06,4.9999999999999998e-07
-3.6255816605172719e-07,-4.4442355577000269e-06,1.0116867650378479e-06,4.9999999999999998e-07
-1.1252755946776715e-06,-4.0434396723047388e-06,5.041192500012423e-07,4.9999999999999998e-07
2.2149825274384147e-06,-2.3556008168603076e-06,8.6633384703193349e-07,4.9999999999999998e-07
1.942697472008432e-06,-8.9079796414292149e-07,2.7319883285221948e-06,4.9999999999999998e-07
2.0215552786824905e-06,-1.4424690214522417e-08,2.256855367057117e-06,4.9999999999999998e-07
1.8455903025119166e-06,4.056192270022851e-08,3.2397148684923182e-06,4.9999999999999998e-07
2.1165751840164366e-06,7.5486059581318886e-07,3.8849625725448356e-06,4.9999999999999998e-07
1.5193740267706164e-06,9.3228243873631154e-07,4.6671852182397911e-06,4.9999999999999998e-07
1.5841850480258283e-06,2.1984557257864744e-07,5.3659221095395873e-06,4.9999999999999998e-07
1.4514399725785222e-06,-3.6331940658771653e-07,4.5644875507524194e-06,4.9999999999999998e-07
1.1626590301253739e-06,-1.0811042424466155e-07,1.7533474550500208e-06,4.9999999999999998e-07
7.1404177629017198e-07,-1.4040453079382937e-06,1.8569730496542632e-06,4.9999999999999998e-07
-1.5879092802286221e-06,-3.3586528855441189e-06,-5.8941252672856767e-08,4.9999999999999998e-07
-2.2106331702364131e-06,-4.1248777075770368e-06,9.9534230964798185e-08,4.9999999999999998e-07
-1.8321052281071132e-06,-2.3999534496522093e-06,-2.0476213821487565e-07,4.9999999999999998e-07
-2.330176073778273e-06,-1.5359724719194182e-06,-1.308547447531505e-07,4.9999999999999998e-07
-2.9576904390329507e-06,-8.7847904650576988e-07,2.8619215541138286e-07,4.9999999999999998e-07
-2.0745578689840097e-06,-4.1958805918819485e-07,3.836391947581641e-07,4.9999999999999998e-07
-2.8430175584639192e-06,2.4773882446093686e-08,-1.2731029536960124e-07,4.9999999999999998e-07
-2.0302146143565462e-06,-4.0258774902860788e-06,-8.7906073206667297e-07,4.9999999999999998e-07
-2.226979172051732e-06,-3.4934012545525149e-06,-1.7023181445532124e-06,4.9999999999999998e-07
-2.1425232307419018e-06,-2.6290094594334588e-06,-1.2066428289399312e-06,4.9999999999999998e-07
-2.1659119456655239e-06,3.9046975226164226e-07,-7.6589820624543267e-07,4.9999999999999998e-07
-1.4761978903237744e-06,8.805720903042777e-07,-1.2989031031358652e-06,4.9999999999999998e-07
-1.3798614077065847e-06,5.2435954582344732e-07,-2.2283286812600307e-06,4.9999999999999998e-07
-2.0454512990809448e-06,1.0636533813425383e-06,-2.7442281438216572e-06,4.9999999999999998e-07
-2.778096315711525e-06,1.4826645842516415e-06,-2.2078878680236861e-06,4.9999999999999998e-07
-2.911065550043295e-06,2.2376731937542208e-06,-2.8499791250099529e-06,4.9999999999999998e-07
-3.8228099067626483e-06,2.5214125520196388e-06,-3.1469878867688311e-06,4.9999999999999998e-07
-4.2161643842445434e-06,1.6483093527235025e-06,-3.435020972409692e-06,4.9999999999999998e-07
-3.7731181057200405e-06,1.7469209554421597e-06,-4.3260797509955072e-06,4.9999999999999998e-07
4.2809504853461739e-06,-2.5062041283676284e-06,1.1497766725740375e-06,4.9999999999999998e-07
-1.3419267434342955e-06,-3.0662936364484671e-06,-1.887416175757937e-06,4.9999999999999998e-07
-3.4211270189167108e-06,1.6791507037178852e-06,-1.4676820050419476e-06,4.9999999999999998e-07
-3.0064362386612317e-06,1.4387375841934755e-06,-5.9005276172125938e-07,4.9999999999999998e-07
-8.3826437344907371e-07,1.6433352391367645e-06,-1.1929162792801357e-06,4.9999999999999998e-07
-4.8065334212395444e-07,2.5313407721778582e-06,-1.481984651059181e-06,4.9999999999999998e-07
-9.2365274807180166e-07,2.9707456259058369e-06,-2.2634415602039839e-06,4.9999999999999998e-07
-1.8808151384557271e-06,2.7132516181246286e-06,-2.1310142428132713e-06,4.9999999999999998e-07
-2.6163620765938853e-07,3.5068947790647545e-06,-1.4639326578769229e-06,4.9999999999999998e-07
2.482188223037097e-06,4.1241224789720162e-07,5.7615335012188963e-06,4.9999999999999998e-07
2.6993857870515857e-06,8.438864140719468e-07,6.637122024504795e-06,4.9999999999999998e-07
1.7639452023180586e-06,5.4692392331553033e-07,6.4453821185980145e-06,4.9999999999999998e-07
-1.4655124776390612e-06,2.4352856736781416e-06,-2.9971889559321489e-06,4.9999999999999998e-07
3.9947053907436712e-07,-4.6828187682718059e-06,1.6136753896788042e-06,4.9999999999999998e-07
-7.7525894566160881e-07,4.0556560762371197e-07,-3.0159477917037468e-06,4.9999999999999998e-07
-6.9193620563916019e-07,-2.9710877607161946e-06,-2.6413711757432426e-06,4.9999999999999998e-07
-3.2497645496165296e-07,-3.4717119445406966e-06,-3.4254094196782894e-06,4.9999999999999998e-07
-1.2454614514466847e-06,-3.2186856578760677e-06,-3.7232098050082277e-06,4.9999999999999998e-07
5.0201747401383307e-06,-1.8334437949219512e-06,1.1804529642182641e-06,4.9999999999999998e-07
4.1829641508758611e-06,-1.2964362294433646e-06,1.0770058577070129e-06,4.9999999999999998e-07
-4.9076113379370168e-06,2.0639907243833551e-06,-4.0258763756044006e-06,4.9999999999999998e-07
