id_i,id_j
1,2
1,7
1,34
2,3
2,5
4,6
5,6
6,16
7,8
7,10
8,9
10,12
11,12
13,15
14,15
15,17
16,17
17,18
18,22
19,20
19,22
20,21
22,23
23,24
24,25
26,27
27,28
28,31
29,31
30,31
30,32
32,33
32,36
33,34
35,36
36,37
37,39
38,39
38,42
39,40
40,48
41,42
42,43
44,46
44,49
45,46
47,48
48,49
49,50
