id_i,id_j
1,2
1,5
1,36
2,3
2,4
2,14
2,32
3,7
4,6
4,27
5,11
5,18
5,22
6,25
7,8
7,16
7,20
7,28
7,33
8,9
8,17
9,10
9,15
9,19
11,12
11,13
11,29
12,24
12,30
14,21
15,31
15,34
16,23
19,35
20,26
30,37
33,38
37,39
38,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
46,48
48,49
49,50
49,51
51,52
52,53
53,54
54,55
54,56
56,57
56,58
56,59
59,60
60,61
60,62
62,63
63,64
63,65
65,66
66,67
67,68
67,69
69,70
70,71
71,72
71,75
72,73
73,74
75,76
76,77
77,78
77,79
79,80
80,81
80,82
82,83
83,84
84,85
85,86
85,87
87,88
87,89
89,90
90,91
91,92
92,93
92,95
93,94
93,96
93,97
97,98
98,99
98,100
100,101
100,102
102,103
102,104
102,105
105,106
106,107
107,108
108,109
109,110
110,111
110,112
112,113
112,115
113,114
115,116
116,117
116,118
118,119
119,120
120,121
120,122
122,123
123,124
124,125
125,126
126,127
126,128
128,129
128,130
128,131
128,132
132,133
133,134
133,135
135,136
136,137
137,138
138,139
138,140
139,141
139,142
142,143
143,144
144,145
144,146
146,147
146,148
146,149
149,150
150,151
150,152
151,153
151,154
151,155
155,156
156,157
157,158
157,159
159,160
159,161
161,162
161,163
163,164
164,165
165,166
166,167
167,168
168,169
169,170
169,171
171,172
172,173
173,174
173,175
175,176
176,177
177,178
178,179
179,180
180,181
181,182
182,183
183,184
183,185
183,186
185,187
187,188
187,189
187,190
190,191
191,192
192,193
193,194
194,195
194,196
194,197
197,198
198,199
199,200
