case,method,family,detector_radius_over_r,sample,replicate,seed,diameter_um,requested_df,requested_kf,structural_class,class_definition,parameter_group,study_subset,target_rg_over_radius,mass_radius_relative_error,compactness_score,n,contacts,connected,max_overlap_over_radius,rg_over_radius,anisotropy,mean_coordination
fractal_dp2_N0100_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,9563144629804561580,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,2.220446049250313e-16,0.41577408641373026,100,99,True,5.773159728050814e-15,11.163728056380133,0.37636684092452866,1.98
fractal_dp2_N0100_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,9884046590069608063,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,0.0,0.4157740864137303,100,99,True,5.10702591327572e-15,11.163728056380132,0.5338878877699935,1.98
fractal_dp2_N0100_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,2749380856756626051,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,0.0,0.4157740864137303,100,99,True,1.9095836023552692e-14,11.163728056380132,0.5583584312321861,1.98
fractal_dp2_N0100_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,9673246865800162550,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,0.0,0.5975725154417746,100,99,True,3.552713678800501e-15,7.76740682288799,0.2122047249229757,1.98
fractal_dp2_N0100_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,10906867648725123552,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,1.1102230246251565e-16,0.5975725154417746,100,99,True,3.774758283725532e-15,7.767406822887989,0.18488486715661534,1.98
fractal_dp2_N0100_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,11226577246379392247,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,4.440892098500626e-16,0.5975725154417744,100,99,True,3.9968028886505635e-15,7.767406822887993,0.37796270607965765,1.98
fractal_dp2_N0100_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,8033822501123664636,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,2.220446049250313e-16,0.5975725154417747,100,99,True,3.774758283725532e-15,7.767406822887988,0.2697996278562682,1.98
fractal_dp2_N0100_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,15568821644048636108,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,0.0,0.5975725154417746,100,99,True,3.9968028886505635e-15,7.76740682288799,0.16700369715860142,1.98
fractal_dp2_N0100_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,1996904935851386561,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,2.220446049250313e-16,0.7247075995435852,100,99,True,2.886579864025407e-15,6.404774610527077,0.12145922514897756,1.98
fractal_dp2_N0100_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,10830874095565069551,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,2.220446049250313e-16,0.7247075995435852,100,99,True,3.9968028886505635e-15,6.404774610527077,0.11867917786424431,1.98
fractal_dp2_N0100_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,14506353694340377510,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,3.774758283725532e-15,6.404774610527076,0.11268488927046139,1.98
fractal_dp2_N0100_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,18249755396716452442,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,2.6645352591003757e-15,6.404774610527076,0.16124001118715114,1.98
fractal_dp2_N0100_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,16570767258939703770,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,4.6629367034256575e-15,6.404774610527076,0.13523686007400726,1.98
fractal_dp2_N0200_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,4412270862720807787,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,2.220446049250313e-16,0.35641983380440395,200,199,True,2.5091040356528538e-14,16.407716186846706,0.2560453425457596,1.99
fractal_dp2_N0200_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,5303115464023545948,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,0.0,0.35641983380440384,200,199,True,1.9984014443252818e-14,16.40771618684671,0.35718205641545164,1.99
fractal_dp2_N0200_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,6307244936976992670,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,2.220446049250313e-16,0.35641983380440395,200,199,True,3.4638958368304884e-14,16.407716186846706,0.2941349958024041,1.99
fractal_dp2_N0200_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,18198250583344713956,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,2.220446049250313e-16,0.35641983380440395,200,199,True,1.4210854715202004e-14,16.407716186846706,0.5816738905942158,1.99
fractal_dp2_N0200_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,13471615149441779088,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,4.440892098500626e-16,0.35641983380440373,200,199,True,9.547918011776346e-15,16.407716186846717,0.43604596039267207,1.99
fractal_dp2_N0200_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,4365958574260836887,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,0.0,0.5494170467557183,200,199,True,5.773159728050814e-15,10.644073588466364,0.3988056437297727,1.99
fractal_dp2_N0200_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,4653385720507306012,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557185,200,199,True,7.549516567451064e-15,10.644073588466362,0.21740357235227326,1.99
fractal_dp2_N0200_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,15364615908125043274,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,3.3306690738754696e-16,0.5494170467557186,200,199,True,4.440892098500626e-15,10.64407358846636,0.18129622196897333,1.99
fractal_dp2_N0200_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,12539336361202871823,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,5.551115123125783e-16,0.5494170467557187,200,199,True,7.105427357601002e-15,10.644073588466359,0.2755541229968229,1.99
fractal_dp2_N0200_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,1613945836678328789,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557185,200,199,True,6.439293542825908e-15,10.644073588466362,0.22117804516802686,1.99
fractal_dp2_N0200_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,8424772420781177273,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,0.0,0.6993996003907935,200,199,True,4.440892098500626e-15,8.361508175237887,0.09805542817728741,1.99
fractal_dp2_N0200_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,2468361963807388368,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,4.440892098500626e-16,0.6993996003907939,200,199,True,4.884981308350689e-15,8.361508175237883,0.12471075639441398,1.99
fractal_dp2_N0200_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,3253141206605075601,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,4.440892098500626e-16,0.6993996003907939,200,199,True,5.329070518200751e-15,8.361508175237883,0.10715086252543493,1.99
fractal_dp2_N0200_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,9361272216095541492,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,4.440892098500626e-16,0.6993996003907939,200,199,True,3.774758283725532e-15,8.361508175237883,0.12118844683439567,1.99
fractal_dp2_N0200_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,1940220970518116113,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,8.881784197001252e-16,0.6993996003907941,200,199,True,3.774758283725532e-15,8.36150817523788,0.11558742003435585,1.99
fractal_dp2_N0500_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,5538342826594349215,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,1.1102230246251565e-16,0.2907573823571509,500,499,True,4.529709940470639e-14,27.297691276129328,0.5475087442170523,1.996
fractal_dp2_N0500_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,8674628314393135051,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,1.1102230246251565e-16,0.2907573823571509,500,499,True,5.218048215738236e-14,27.297691276129328,0.4273456406779663,1.996
fractal_dp2_N0500_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,8689569269315085014,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,0.0,0.2907573823571508,500,499,True,4.707345624410664e-14,27.29769127612933,0.5506940540758514,1.996
fractal_dp2_N0500_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,17508212301607537647,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,0.0,0.2907573823571508,500,499,True,5.0182080713057076e-14,27.29769127612933,0.4680630659322501,1.996
fractal_dp2_N0500_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,10947289009249875646,2.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,2.220446049250313e-16,0.29075738235715076,500,499,True,6.683542608243442e-14,27.29769127612934,0.4858479935606306,1.996
fractal_dp2_N0500_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,6382321590530641046,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,0.0,0.4916623782539038,500,499,True,6.661338147750939e-15,16.143202349605396,0.24756315642231264,1.996
fractal_dp2_N0500_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,15818927263363451111,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,0.0,0.4916623782539038,500,499,True,6.217248937900877e-15,16.143202349605396,0.2810743761769048,1.996
fractal_dp2_N0500_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,7701601939962125830,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,2.220446049250313e-16,0.4916623782539037,500,499,True,7.549516567451064e-15,16.1432023496054,0.12772680818867022,1.996
fractal_dp2_N0500_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,5364858364168520494,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,0.0,0.4916623782539038,500,499,True,7.327471962526033e-15,16.143202349605396,0.2769656554521177,1.996
fractal_dp2_N0500_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,9834298397107282610,2.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,0.0,0.4916623782539038,500,499,True,2.7977620220553945e-14,16.143202349605396,0.36189570706701524,1.996
fractal_dp2_N0500_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,1320791493338708276,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,3.3306690738754696e-16,0.667295505788525,500,499,True,7.549516567451064e-15,11.894288498859366,0.12459616932759576,1.996
fractal_dp2_N0500_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,17211063801160630042,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,5.551115123125783e-15,11.89428849885937,0.10698601193356361,1.996
fractal_dp2_N0500_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,84636345393727894,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,7.105427357601002e-15,11.89428849885937,0.11019976598857506,1.996
fractal_dp2_N0500_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,16496445435537422723,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,8.43769498715119e-15,11.89428849885937,0.10627232198204217,1.996
fractal_dp2_N0500_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,2951601637989902081,2.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,4.440892098500626e-16,0.6672955057885251,500,499,True,1.1324274851176597e-14,11.894288498859364,0.09173822096820305,1.996
