id_i,id_j
1,2
2,3
2,4
2,23
3,18
4,5
4,36
5,6
5,10
6,7
7,8
7,37
8,9
8,27
10,11
11,12
12,13
12,69
13,14
13,15
15,16
16,17
16,19
17,20
18,21
21,22
23,24
24,25
24,26
27,28
28,29
28,32
29,30
30,31
30,33
32,35
33,34
37,38
37,68
38,39
39,40
40,41
41,42
41,72
42,43
43,44
43,45
43,70
45,46
46,47
46,48
47,50
48,49
48,51
50,56
51,52
52,53
53,54
53,55
54,57
56,66
57,58
58,59
58,71
59,60
60,61
60,67
61,62
62,63
63,64
63,65
69,73
73,74
73,75
75,76
76,77
77,78
78,79
78,93
79,80
80,81
80,82
81,89
82,83
83,84
83,85
84,91
85,86
85,90
86,87
87,88
87,101
91,92
91,105
93,94
94,95
95,96
95,97
96,111
97,98
97,104
98,99
99,100
99,102
101,108
102,103
103,119
105,106
105,107
107,112
108,109
108,110
112,113
112,137
113,114
114,115
114,123
115,116
115,132
116,117
117,118
117,134
118,142
119,120
120,121
121,122
121,127
123,124
123,128
124,125
125,126
125,133
126,139
127,143
128,129
128,130
130,131
130,149
133,182
134,135
135,136
135,141
137,138
138,181
139,140
141,174
143,144
143,171
144,145
145,146
145,160
146,147
147,148
147,166
148,197
149,150
149,151
150,184
151,152
151,168
152,153
152,180
153,154
154,155
154,162
155,156
156,157
156,161
157,158
158,159
158,163
160,188
161,175
163,164
164,165
164,172
165,169
166,167
168,170
169,173
171,198
175,176
175,179
176,177
177,178
178,183
182,196
183,190
184,185
185,186
186,187
186,192
187,191
188,189
188,193
191,194
193,195
198,199
199,200
