id_i,id_j
1,2
1,3
1,4
1,5
1,6
4,9
5,7
6,8
8,11
9,10
10,35
11,12
12,13
12,14
14,15
15,16
15,17
17,18
17,19
19,20
20,21
21,22
21,23
23,24
23,25
25,26
26,27
27,28
28,29
28,30
28,31
31,32
31,33
31,36
33,34
35,37
37,38
38,39
39,40
40,41
41,42
42,43
42,44
44,45
45,46
45,47
46,48
47,113
48,49
49,50
50,51
51,52
52,53
52,110
53,54
54,55
55,56
56,57
57,58
57,90
58,59
59,60
60,61
61,62
62,63
62,64
63,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
72,109
73,74
74,75
75,76
76,77
77,78
78,79
78,108
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
86,88
87,89
88,107
90,91
91,92
92,93
92,94
94,95
94,96
95,112
96,97
97,98
98,99
98,100
100,101
101,102
101,104
102,103
104,105
104,106
104,111
107,142
110,141
111,153
112,182
113,114
114,115
114,116
116,117
117,118
118,119
119,120
119,121
121,122
122,123
123,124
124,125
124,139
125,126
126,127
127,128
128,129
129,130
129,131
131,132
132,133
132,134
134,135
135,136
136,137
137,138
137,140
137,155
139,151
142,143
142,144
144,145
145,146
146,147
146,148
148,149
149,150
150,152
151,183
153,154
153,181
155,156
156,157
156,158
158,159
159,160
160,161
161,162
162,163
163,164
164,165
165,166
166,167
167,168
168,169
169,170
170,171
171,172
171,173
173,174
173,175
175,176
176,177
176,178
176,179
179,180
183,184
184,185
185,186
186,187
186,188
188,189
189,190
190,191
190,192
192,193
193,194
194,195
195,196
195,197
197,198
197,199
199,200
