id_i,id_j
1,2
1,6
2,3
2,11
4,5
5,6
7,9
7,23
8,9
9,12
10,12
11,12
13,15
13,50
14,15
14,16
16,18
17,18
17,25
19,21
20,21
21,22
22,23
22,24
24,25
26,27
26,29
27,28
28,32
29,31
30,31
32,33
33,34
33,43
34,36
35,36
36,37
38,39
38,42
39,40
40,49
41,42
42,43
44,45
44,48
45,46
47,48
48,49
49,50
