x_m,y_m,z_m,radius_m
-4.1041541375614291e-06,-1.0417184765260182e-05,1.3559242282132761e-06,4.9999999999999998e-07
-4.2326033661808903e-06,-1.1302442255663816e-05,2.9317869990701898e-06,4.9999999999999998e-07
-3.7735468106099812e-06,-1.1004157762036406e-05,2.0949516271786734e-06,4.9999999999999998e-07
-4.8942986470297179e-06,-9.778747125134097e-06,4.4643451558888047e-07,4.9999999999999998e-07
-4.7404415764321482e-06,-9.0719089605434773e-06,2.1280279021221468e-06,4.9999999999999998e-07
-4.8780859121694791e-06,-9.7903885327507073e-06,1.4462353081756111e-06,4.9999999999999998e-07
-2.3855295480032491e-06,-9.2615032985210863e-06,3.0087401526568345e-07,4.9999999999999998e-07
-4.0465234946742696e-06,-9.4508668764547467e-06,1.0066571118150871e-06,4.9999999999999998e-07
-3.2768562163915756e-06,-8.9413813651339266e-06,6.2190161218568461e-07,4.9999999999999998e-07
3.7272845324909373e-10,-9.5537946918582784e-06,-5.1051203603547772e-07,4.9999999999999998e-07
-7.693600364562205e-07,-8.9734469843666667e-06,-2.4460225991949703e-07,4.9999999999999998e-07
-1.7544614383038705e-06,-8.9661385462659144e-06,-4.1642139392476563e-07,4.9999999999999998e-07
-3.9743393312609902e-06,-1.1134543448170708e-05,6.7142102433614648e-07,4.9999999999999998e-07
-4.8047361170136783e-06,-1.1281328634209895e-05,-5.8264727792147953e-07,4.9999999999999998e-07
-4.3240163605425717e-06,-1.0567045769260473e-05,-7.4013318597087704e-08,4.9999999999999998e-07
-2.8686809759445627e-06,-9.905682995841535e-06,-1.6458026999089027e-06,4.9999999999999998e-07
-3.8372276843742373e-06,-9.6835107742832089e-06,-1.7578597280592213e-06,4.9999999999999998e-07
-4.2098212735604092e-06,-9.9879181764426505e-06,-8.8121262071904178e-07,4.9999999999999998e-07
-2.2483085630955275e-06,-9.8860489107304749e-06,-2.4298642868252092e-06,4.9999999999999998e-07
-2.0689066387394364e-06,-1.0826259249110109e-05,-2.7193802089113388e-06,4.9999999999999998e-07
-1.4286815061761215e-06,-1.0392888837824693e-05,-2.0851075023752683e-06,4.9999999999999998e-07
-4.9969833317776884e-06,-1.0989460638203573e-05,-2.3792992219719719e-06,4.9999999999999998e-07
-3.9986371089915169e-06,-1.0979707569044815e-05,-2.3226450333310114e-06,4.9999999999999998e-07
-3.1582558728677517e-06,-1.1119397984194972e-05,-2.8463300205955588e-06,4.9999999999999998e-07
-2.4531133201931785e-06,-1.1238986703730741e-05,-3.5452381108101319e-06,4.9999999999999998e-07
3.7602534321250224e-06,-9.6694339390498933e-06,9.9300465032997311e-07,4.9999999999999998e-07
2.5503299686820358e-06,-1.1005994172523589e-05,9.6972227263743011e-07,4.9999999999999998e-07
3.243394536264967e-06,-1.041019733125637e-05,5.6390503656053619e-07,4.9999999999999998e-07
4.0936037519102494e-06,-1.0792369107593002e-05,9.2596721768905028e-07,4.9999999999999998e-07
5.0259672954149541e-06,-1.1199927989291907e-05,2.2648406119334658e-06,4.9999999999999998e-07
4.9730588622705245e-06,-1.0709887503303769e-05,1.3947480767426925e-06,4.9999999999999998e-07
5.577477930220933e-06,-1.0021925188154971e-05,1.7964761479962029e-06,4.9999999999999998e-07
4.0863450706682874e-06,-8.7550584975073413e-06,1.4451402549644205e-06,4.9999999999999998e-07
4.8531036161665052e-06,-9.3372925437251645e-06,1.7154823499668123e-06,4.9999999999999998e-07
4.9127300911069747e-06,-8.9056039437886973e-06,7.9872719497611626e-07,4.9999999999999998e-07
6.4692554595664342e-06,-9.569465813585935e-06,1.7928220381140184e-06,4.9999999999999998e-07
5.7998641932239548e-06,-9.2183293843677141e-06,1.1381323859731801e-06,4.9999999999999998e-07
