id_i,id_j
1,2
1,3
1,6
2,4
2,5
3,8
4,7
7,29
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
15,17
17,18
18,19
19,20
20,21
21,22
22,23
22,24
24,25
25,26
26,27
27,28
27,31
29,30
29,37
31,32
32,33
33,34
33,38
34,35
35,36
37,40
38,39
38,46
40,41
41,42
41,43
41,44
44,45
44,50
46,47
47,48
48,49
