id_i,id_j
1,2
1,13
2,3
3,4
4,5
4,31
5,6
6,7
7,8
8,9
9,10
10,11
10,12
10,23
10,25
11,37
13,14
14,15
15,16
15,26
16,17
17,18
18,19
19,20
19,22
20,21
22,24
22,28
26,27
26,30
28,29
28,36
30,34
31,32
31,33
31,38
34,35
34,43
36,39
39,40
40,41
41,42
43,44
44,45
45,46
46,47
47,48
48,49
49,50
