id_i,id_j
1,2
1,6
2,3
2,4
2,17
2,27
3,5
3,9
3,10
3,13
3,15
3,20
4,7
4,12
5,8
5,26
6,14
6,40
7,11
7,29
7,37
8,28
8,36
9,25
9,30
9,32
11,22
11,31
12,19
13,21
14,24
14,45
15,16
16,18
17,34
18,23
18,43
19,38
27,35
29,44
30,39
32,33
35,42
36,48
36,49
39,41
45,46
45,47
45,50
