id_i,id_j
1,2
1,3
1,6
1,11
1,19
2,13
3,4
3,26
4,5
4,8
4,10
4,22
5,7
6,9
6,17
7,25
7,37
8,36
8,42
8,53
8,55
9,12
10,16
10,29
11,15
11,20
11,21
11,24
11,27
12,14
12,18
14,54
15,23
17,38
19,40
19,56
20,32
21,30
21,31
21,41
21,49
23,47
23,48
24,28
24,34
24,39
25,46
25,52
28,33
31,35
31,45
34,51
35,57
38,44
40,43
45,50
57,58
57,59
59,60
60,61
60,62
62,63
63,64
64,65
65,66
65,67
67,68
68,69
69,70
69,71
69,72
71,73
73,74
73,75
73,76
76,77
77,78
77,79
79,80
80,81
81,82
82,83
82,86
83,84
83,85
85,87
85,88
87,89
89,90
89,92
90,91
92,93
92,94
94,95
95,96
95,97
97,98
98,99
98,100
