id_i,id_j
1,3
2,3
3,5
4,6
5,6
5,12
6,38
7,9
8,9
9,11
9,24
10,11
11,12
13,14
14,15
14,23
15,16
16,18
17,18
19,20
19,22
20,21
22,23
22,25
24,25
26,27
26,47
27,28
27,31
28,32
29,30
30,31
32,34
33,34
34,36
35,37
36,37
38,39
39,40
39,43
40,49
41,43
42,43
44,46
45,46
45,48
47,48
47,50
49,50
