id_i,id_j
1,2
1,3
1,4
2,5
4,9
5,6
6,7
6,8
8,11
9,10
11,12
11,13
12,15
13,14
13,21
15,16
15,44
16,17
17,18
18,19
18,47
19,20
20,41
21,22
22,23
23,24
24,25
24,42
25,26
26,27
27,28
28,29
28,43
29,30
30,31
31,32
31,36
32,33
33,34
34,35
35,45
36,37
37,38
37,46
38,39
39,40
40,50
47,48
47,49
