id_i,id_j
1,2
1,4
1,20
2,3
3,5
4,24
5,6
5,10
6,7
7,8
7,9
9,11
11,12
12,13
13,14
14,15
14,16
15,18
16,17
18,19
19,22
20,21
20,27
22,23
22,25
24,26
25,30
26,34
27,28
28,29
28,33
30,31
30,32
32,35
35,36
36,37
36,38
37,47
38,39
39,40
40,41
40,46
41,42
42,43
43,44
44,45
47,48
47,49
49,50
