id_i,id_j
1,2
1,4
2,3
2,5
3,7
4,8
5,6
7,9
8,15
8,17
8,18
9,10
10,11
11,12
11,13
11,16
11,20
13,14
13,19
18,21
21,22
22,23
23,24
24,25
25,26
26,27
26,28
26,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
41,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
50,72
51,52
52,53
53,54
54,55
55,56
55,57
57,58
58,59
59,60
59,61
61,62
62,63
63,64
63,76
64,65
65,66
66,67
67,68
67,69
68,70
69,71
72,73
73,74
74,75
74,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
86,88
88,89
89,90
89,91
91,92
92,93
92,94
94,95
94,96
96,97
97,98
98,99
98,100
