id_i,id_j
1,2
1,28
2,3
2,12
2,17
2,18
3,4
4,5
5,6
6,7
7,8
8,9
8,36
9,10
9,11
11,13
12,34
13,14
13,15
15,16
16,19
19,20
20,21
20,22
22,23
22,24
23,25
25,26
26,27
26,29
28,38
29,30
30,31
31,32
31,35
31,43
32,33
34,37
37,44
38,39
38,40
40,41
41,42
44,45
45,46
46,47
46,48
46,49
49,50
