id_i,id_j
1,2
1,3
1,4
3,7
4,5
5,6
6,11
7,8
8,9
8,10
10,17
11,12
12,13
12,14
13,16
14,15
17,18
17,30
18,19
19,20
19,23
20,21
21,22
22,24
23,31
24,25
25,26
25,27
26,34
27,28
27,29
28,32
32,33
32,43
34,35
35,36
35,44
36,37
37,38
37,42
38,39
39,40
40,41
42,45
45,46
45,47
47,48
48,49
49,50
