id_i,id_j
1,2
1,4
2,3
2,6
2,8
3,7
3,12
3,16
4,5
5,9
5,17
6,10
6,14
7,22
8,11
8,18
10,13
11,24
13,20
13,21
14,15
17,19
19,23
23,25
24,26
26,27
27,28
27,29
29,30
30,31
30,32
32,33
33,34
34,35
35,36
36,37
37,38
37,40
38,39
38,41
41,42
42,43
42,44
44,45
45,46
45,47
45,48
47,49
47,50
