id_i,id_j
1,2
1,5
2,3
2,4
4,6
5,8
6,7
6,12
8,9
9,10
9,11
9,14
10,50
12,13
12,16
13,26
14,15
15,17
16,61
17,18
17,58
17,62
17,71
18,19
19,20
19,21
21,22
22,23
23,24
23,25
23,28
24,72
26,27
27,40
28,29
29,30
30,31
31,32
31,33
31,35
33,34
34,67
34,73
35,36
36,37
37,38
37,39
39,51
40,41
41,42
41,74
42,43
43,44
44,45
44,46
44,47
47,48
47,49
49,59
51,52
52,53
53,54
54,55
54,56
56,57
56,66
59,60
59,63
61,65
63,64
63,68
66,69
68,70
74,75
75,76
76,77
77,78
78,79
79,80
79,81
81,82
82,83
83,84
83,85
84,87
85,86
86,88
88,89
89,90
90,91
90,100
91,92
92,93
93,94
94,95
95,96
95,97
95,98
98,99
