id_i,id_j
1,2
2,3
2,6
2,10
3,4
4,5
4,8
5,7
8,9
9,11
10,12
11,28
12,13
13,14
14,15
14,16
16,17
16,18
18,19
18,20
20,21
21,22
22,23
22,24
24,25
25,26
25,27
28,29
29,30
29,31
31,32
32,33
32,34
32,35
35,36
36,37
36,38
38,39
39,40
39,41
39,42
42,43
43,44
44,45
44,46
46,47
46,48
48,49
49,50
