id_i,id_j
1,2
1,3
1,18
2,5
2,9
2,24
3,4
3,11
4,8
4,25
5,6
5,7
5,14
6,10
6,12
6,17
7,16
8,13
10,15
12,22
12,23
13,26
14,19
15,27
18,20
20,21
21,28
27,29
28,32
29,30
29,31
29,33
33,34
34,35
34,36
36,37
37,38
38,39
38,40
40,41
41,42
42,43
42,44
44,45
45,46
45,47
47,48
48,49
49,50
49,51
49,52
49,53
53,54
54,55
55,56
55,57
57,58
58,59
59,60
59,63
60,61
60,62
63,64
64,65
65,66
65,67
65,68
68,69
69,70
69,71
69,72
71,74
72,73
72,76
74,75
76,77
77,78
77,79
79,80
80,81
81,82
81,83
81,84
84,85
84,86
86,87
86,88
86,90
87,89
90,91
90,92
92,93
93,94
94,95
94,97
95,96
96,98
98,99
99,100
100,101
100,146
101,102
102,103
103,104
104,105
105,106
105,107
107,108
107,109
109,110
109,111
111,112
112,113
112,114
112,115
115,116
116,117
117,118
117,119
119,120
120,121
121,122
122,123
123,124
123,125
125,126
126,127
127,128
127,129
129,130
129,131
131,132
131,134
132,133
134,135
135,136
136,137
137,138
137,139
138,140
140,141
140,142
140,143
143,144
144,145
144,147
147,148
147,149
149,150
150,151
150,152
152,153
152,156
153,154
153,155
156,157
157,158
157,159
159,160
160,161
161,162
162,163
163,164
163,167
164,165
165,166
167,168
168,169
168,170
170,171
170,172
172,173
172,174
174,175
175,176
175,177
176,178
178,179
179,180
180,181
180,182
182,183
183,184
184,185
184,187
184,189
185,186
186,188
189,190
189,191
191,192
191,193
193,194
194,195
194,196
195,198
196,197
198,199
199,200
