a,b,n,matching_distance,delta_exposure,abs_delta_exposure,both_box_quality_ok,delta_box_dimension,delta_hull_porosity,delta_log_rg,delta_asphericity,delta_lambda2_over_lambda1,delta_lambda3_over_lambda1,delta_leaf_fraction,delta_branch_fraction,delta_degree_std,delta_mean_graph_distance,delta_neighbors_1p5d,delta_neighbors_2d,delta_local_density_cv,delta_core_shell_density_difference
fractal_dp1.5_N0200_Df1.8_kf1.3_rep05,fractal_dp2_N0200_Df1.8_kf1.3_rep04,200,0.9804882170651079,0.0009814453124999956,0.0009814453124999956,True,0.029687567881850452,0.0003476428560684752,1.9380894769049917e-06,-0.03850631258745074,-0.010233528434179157,0.03094629622031682,0.015000000000000013,0.009999999999999953,0.023574137951996144,1.1871356783919573,0.040000000000000036,-0.16000000000000014,-0.04431507705517501,-0.4010490381458123
fractal_dp1.5_N0200_Df2.2_kf1.1_rep01,fractal_dp2_N0200_Df2.2_kf1.1_rep02,200,0.011854268098153214,0.007416992187500027,0.007416992187500027,True,-0.002930431404652545,-0.00048090065921468916,-3.238781824732584e-06,-0.0033510142580146507,0.03152244839365931,-0.011616780338970734,0.0,0.014999999999999958,-0.015431637627228989,4.782010050251255,-0.08999999999999986,-0.1899999999999995,-0.012255174944422853,-1.8632352941176462
fractal_dp1.5_N0200_Df2.2_kf1.1_rep02,fractal_dp1_N0200_Df2.2_kf1.1_rep04,200,0.9330997887961974,-0.0020117187500000577,0.0020117187500000577,True,-0.01627975179879604,0.007991380702929152,7.904087986343455e-07,0.12970114759867257,-0.20319175226606184,0.0030906020660044775,-0.024999999999999967,-0.0050000000000000044,-0.0555854987076404,2.5719095477386915,0.0699999999999994,-0.25,0.04193066382990718,3.22851402429907
fractal_dp1.5_N0200_Df2.2_kf1.1_rep03,fractal_dp1_N0200_Df2.2_kf1.1_rep02,200,0.6743112558091523,0.004970703125000031,0.004970703125000031,True,0.02200203451169158,0.003693697426896292,-7.924974898543269e-07,0.03932440103001056,-0.0887354505108433,-0.007326486879233457,-0.015000000000000013,0.0050000000000000044,-0.03786181545562106,3.222160804020099,-0.1499999999999999,-0.009999999999999787,0.003059738427239278,0.5438596491228083
fractal_dp1.5_N0200_Df2.2_kf1.1_rep04,fractal_dp2_N0200_Df2.2_kf1.1_rep03,200,0.558642567982135,0.0015795898437499512,0.0015795898437499512,True,-0.004577901858286992,0.007316808088649096,3.643817352294576e-07,-0.0741555140764204,0.07157882886264744,0.06268178982747344,0.0,0.0050000000000000044,-0.005407720075877309,-6.818793969849246,0.15000000000000036,0.21000000000000085,0.016404154615998534,1.6835529205094417
fractal_dp1.5_N0200_Df2.2_kf1.1_rep05,fractal_dp1_N0200_Df2.2_kf1.1_rep01,200,0.336629203223212,-0.007155761718749987,0.007155761718749987,True,-0.011436456251475935,-0.004373833191881449,-2.917355985676551e-07,0.027817602338899627,0.06550839165281702,-0.08637600182244934,-0.015000000000000013,-0.025000000000000022,0.005376366546118838,-0.7704020100502511,0.2599999999999998,0.40000000000000036,0.0019269894320741998,3.1911139267236823
fractal_dp1.5_N0200_Df2.6_kf0.8_rep01,fractal_dp1_N0200_Df2.6_kf0.8_rep03,200,0.025263428040238223,0.00020996093749997558,0.00020996093749997558,False,-0.0018005248005970031,0.0014717788051386016,-8.695294284599697e-08,0.005351063471591644,0.003499502240618013,-0.012801796449170982,0.024999999999999967,0.004999999999999949,0.05858073236976069,-1.477788944723617,0.17999999999999972,0.1999999999999993,-0.052165014424026046,0.44180107526881685
fractal_dp1.5_N0200_Df2.6_kf0.8_rep02,fractal_dp1_N0200_Df2.6_kf0.8_rep01,200,0.03807910307645984,-0.00164794921875,0.00164794921875,True,-0.005853267381707106,-3.404691515485059e-05,-3.0245536490891567e-06,0.0310894898155466,-0.10294129853489076,-0.014252032257205505,0.0,-0.019999999999999962,0.025585757624681515,-1.4804522613065352,-0.17999999999999972,0.23000000000000043,0.026810363728756004,1.2249106230847815
fractal_dp1.5_N0200_Df2.6_kf0.8_rep03,fractal_dp1_N0200_Df2.6_kf0.8_rep05,200,0.08147105826246574,-0.0007666015625000244,0.0007666015625000244,False,0.004848521455455668,-0.002352676686091626,1.2915965086346404e-06,0.023401407715151756,0.043824782909175575,-0.10075774616194755,0.04500000000000004,-0.0050000000000000044,0.10274606891080795,-2.4530653266331655,0.3799999999999999,0.27999999999999936,-0.026571524324893736,0.22801384182827356
fractal_dp1.5_N0200_Df2.6_kf0.8_rep04,fractal_dp1_N0200_Df2.6_kf0.8_rep02,200,0.036996772147894874,-0.001125488281250031,0.001125488281250031,False,0.005283554068157059,0.0007732434756984041,-9.537237699586143e-07,0.0014712421051887858,-0.03992651138927572,0.020358232175360258,0.014999999999999958,0.0050000000000000044,0.014745295184887874,-1.5451256281407062,0.009999999999999787,0.25,0.012879499368904423,0.16558435844640407
fractal_dp1.5_N0200_Df2.6_kf0.8_rep05,fractal_dp2_N0200_Df2.6_kf0.8_rep03,200,0.3419556609786694,0.0033471679687499534,0.0033471679687499534,False,-0.0047214719575254804,0.0056319305032928035,-3.4101572876643615e-06,0.010877987098141917,-0.0603981958226929,-0.00031087064593460223,-0.04999999999999999,-0.04999999999999999,-0.039811268867620764,1.7073869346733659,0.13999999999999968,0.14999999999999858,-4.968910926494985e-06,1.5840093578042111
fractal_dp1.5_N0500_Df1.8_kf1.3_rep02,fractal_dp2_N0500_Df1.8_kf1.3_rep05,500,0.033874918189358415,-0.01624218749999995,0.01624218749999995,True,0.0035524610294623837,0.0014089967481314414,4.565443809667613e-07,0.11240549750569107,-0.13709463837041452,0.019451280778311902,0.02200000000000002,0.020000000000000018,0.026961872268679854,-5.467527054108217,0.19600000000000017,0.4159999999999995,-0.004031042026572784,-0.04197517134970674
fractal_dp1.5_N0500_Df1.8_kf1.3_rep03,fractal_dp1_N0500_Df1.8_kf1.3_rep02,500,0.07916116394935493,0.002762695312499952,0.002762695312499952,True,0.0032710095848851317,0.0025937005695029214,1.5030735323051658e-07,-0.03267630919418929,-0.07221216089097637,0.08101964661877394,-0.026000000000000023,-0.006000000000000005,-0.05724171828953151,6.617338677354709,-0.12400000000000011,-0.2680000000000007,-0.013262978109909562,0.013033703662140184
fractal_dp1.5_N0500_Df1.8_kf1.3_rep04,fractal_dp2_N0500_Df1.8_kf1.3_rep04,500,0.005785179398286646,0.0030664062500000977,0.0030664062500000977,True,0.00045696012239782036,0.0007451951899609677,1.6255757220307032e-06,0.13096830639255164,-0.1879223761531707,0.03890201866222258,-0.016000000000000014,-0.0020000000000000018,-0.03814879626437773,-0.46123446893787445,-0.08400000000000007,-0.1280000000000001,0.014051928029743255,-0.2987757748250779
fractal_dp1.5_N0500_Df1.8_kf1.3_rep05,fractal_dp2_N0500_Df1.8_kf1.3_rep02,500,0.015781423015281477,-0.0020166015625000533,0.0020166015625000533,True,-0.0033396472243623077,0.0005821443204089283,1.9849331840404716e-06,-0.052286575615821174,0.06652025181357185,-0.013319589014779427,0.02400000000000002,0.023999999999999966,0.03068931455904267,3.390749498997998,0.07200000000000006,0.2839999999999998,-0.00705863937723078,0.02777841790543434
fractal_dp1.5_N0500_Df2.2_kf1.1_rep01,fractal_dp1.5_N0500_Df2.2_kf1.1_rep02,500,0.04877569051656996,0.008091796875000001,0.008091796875000001,True,-0.006409990915552388,0.0005587819675794137,1.0101327592160203e-06,-0.017661079387129464,0.07852441195665127,-0.03377592270850796,-0.045999999999999985,-0.045999999999999985,-0.05636248513662401,0.3306533066132289,0.02400000000000002,-0.26000000000000156,0.006013410276166864,-0.2722117794486216
fractal_dp1.5_N0500_Df2.2_kf1.1_rep04,fractal_dp2_N0500_Df2.2_kf1.1_rep02,500,0.31292683581506764,-0.0022499999999999742,0.0022499999999999742,True,-0.014102724941071898,-0.0030321847667555968,-7.619158743921162e-07,0.05553228353643325,-0.14880752509573342,0.014712389021963257,0.008000000000000007,-0.0040000000000000036,0.02618906936164711,-11.851711422845689,0.18799999999999972,0.532,0.031664518561363986,0.010502432662362615
fractal_dp1.5_N0500_Df2.2_kf1.1_rep05,fractal_dp1_N0500_Df2.2_kf1.1_rep02,500,0.13727689212558025,-0.001416015624999989,0.001416015624999989,True,0.0032845474351730353,-0.0035396319260182496,-1.2373660731590519e-06,0.03424628339809699,-0.0990557810043271,0.005402032538812523,0.0040000000000000036,-0.0040000000000000036,0.02076275463693822,2.4497074148296605,0.04800000000000004,0.26399999999999935,-0.014993842598734985,-1.5758791533142187
fractal_dp1.5_N0500_Df2.6_kf0.8_rep01,fractal_dp1.5_N0500_Df2.6_kf0.8_rep02,500,0.0060818850564263675,0.0010839843750000133,0.0010839843750000133,True,-0.0013342671117126947,-0.0006406096805151584,-6.469053559499116e-07,-0.013021148059550458,0.028698775844200164,0.018943392081710142,-0.008000000000000007,0.0040000000000000036,-0.024245677047684655,-6.966132264529058,-0.04400000000000048,0.04400000000000048,0.010329863302967202,0.4474546971864566
fractal_dp1.5_N0500_Df2.6_kf0.8_rep03,fractal_dp2_N0500_Df2.6_kf0.8_rep02,500,0.012429293505932167,-0.002620117187499993,0.002620117187499993,True,-0.0015703709303922508,-0.000984338429426579,3.9074005808714674e-08,-0.00623777704120565,0.02414597365169968,0.006176300938079138,0.010000000000000009,0.0,0.0270803853404169,-7.231727454909816,-0.0600000000000005,-0.17599999999999838,-0.01105547254547895,0.17706808377436545
fractal_dp1.5_N0500_Df2.6_kf0.8_rep04,fractal_dp2_N0500_Df2.6_kf0.8_rep03,500,0.003858526153538714,-0.001763671875000039,0.001763671875000039,True,-0.0018630012707525623,-1.452603514806583e-05,-5.724466840550946e-07,0.01459378143331902,0.03955088548182373,-0.05532187243411124,-0.01200000000000001,-0.0020000000000000018,-0.028115703976360873,-4.791270541082163,0.16800000000000015,0.1039999999999992,0.013423504471105907,2.028415042229634
fractal_dp1.5_N0500_Df2.6_kf0.8_rep05,fractal_dp1_N0500_Df2.6_kf0.8_rep05,500,0.03228538383805066,0.00020214843749999378,0.00020214843749999378,True,-0.004876927712180734,0.0007653916799039706,-8.685641883499073e-07,-0.013420446765902483,-0.006933661044297379,0.043791575077469835,0.008000000000000007,0.008000000000000007,0.004091057936471021,10.97838877755511,0.07200000000000006,0.05600000000000094,-0.003649211887728987,0.8915931388354359
fractal_dp1_N0050_Df1.8_kf1.3_rep01,fractal_dp1_N0050_Df1.8_kf1.3_rep02,50,0.3084442615216446,-0.004638671875,0.004638671875,False,-0.003394926768795159,-0.005437261410830785,-1.0959465781557043e-06,0.0640008532777726,-0.029521890096361525,-0.04018130825578123,0.07999999999999996,0.01999999999999999,0.16838018368999152,-1.124081632653061,0.11999999999999966,0.3200000000000003,-0.054154923426646795,-0.1607142857142856
fractal_dp1_N0050_Df1.8_kf1.3_rep03,fractal_dp2_N0050_Df1.8_kf1.3_rep01,50,0.23719796317241754,0.005791015624999951,0.005791015624999951,False,-0.012092718480679832,0.0027334207468548977,-3.352060234718124e-06,-0.031980117928455454,-0.021133818344281297,0.05187277496589954,-0.08000000000000002,-0.020000000000000018,-0.15161487572706012,1.070204081632653,-0.31999999999999984,-0.8399999999999999,-0.003349844517831435,-2.5086956521739134
fractal_dp1_N0050_Df1.8_kf1.3_rep05,fractal_dp2_N0050_Df1.8_kf1.3_rep02,50,0.42570722759956353,-0.0028027343750000044,0.0028027343750000044,False,0.018884408733860658,0.0017164437263355037,-9.566907555047521e-08,0.1419382401529229,-0.11638227801587946,0.010347815319503982,-0.020000000000000018,0.0,-0.06333720866086578,-1.3297959183673473,-0.7200000000000002,0.16000000000000014,0.08623354220081697,0.6098343685300209
fractal_dp1_N0050_Df2.2_kf1.1_rep01,fractal_dp1_N0050_Df2.2_kf1.1_rep02,50,0.12176014521337786,0.0070410156250000355,0.0070410156250000355,False,0.010414904531541369,0.0003518030886054957,1.558218875485906e-06,0.08167901368490171,-0.14420643166159824,-0.0099691385043984,0.08000000000000002,0.03999999999999998,0.12548682008101264,1.0661224489795922,-0.31999999999999984,-0.1200000000000001,0.0238180388859639,0.41228070175438525
fractal_dp1_N0050_Df2.2_kf1.1_rep04,fractal_dp2_N0050_Df2.2_kf1.1_rep01,50,0.5435261006186032,-0.016318359375000036,0.016318359375000036,False,0.0021077563206612915,-0.007338868007240262,-7.231509695504457e-07,0.10218511232452865,-0.08328903061647741,-0.07836075247399346,0.03999999999999998,0.10000000000000003,-0.02327683826640603,-0.5632653061224486,0.56,1.0799999999999992,0.05220431108569201,1.7300724637681153
fractal_dp1_N0050_Df2.6_kf0.8_rep01,fractal_dp1_N0050_Df2.6_kf0.8_rep04,50,0.028299130492415316,0.008896484375000013,0.008896484375000013,False,0.004770921433644659,0.0005484853941047918,1.7370110516612414e-07,-0.01924243415537208,-0.08631221918263943,0.10780746868511448,-0.03999999999999998,0.020000000000000018,-0.1390599626570983,-0.46530612244897984,-0.6799999999999997,-1.2799999999999994,0.01972859527607962,-1.3946969696969704
fractal_dp1_N0050_Df2.6_kf0.8_rep03,fractal_dp2_N0050_Df2.6_kf0.8_rep05,50,1.4862182391543584,0.001386718750000071,0.001386718750000071,False,0.02519526667663552,-0.008836759182391352,7.717774358928509e-06,0.004250320734468183,0.06595239280772991,-0.041371699066058365,0.03999999999999998,0.03999999999999998,0.05834464556843921,1.575510204081633,-0.40000000000000036,-0.5600000000000005,-0.04016737274676707,-3.220238095238095
fractal_dp1_N0050_Df2.6_kf0.8_rep05,fractal_dp2_N0050_Df2.6_kf0.8_rep03,50,0.692369349323317,-0.0009472656250000266,0.0009472656250000266,False,-0.005858163648814418,-0.008088498620000606,4.36471794285076e-06,0.024377765299987364,0.033363236158433285,-0.08604134796039237,0.09999999999999998,0.07999999999999996,0.12281854747900567,-0.5910204081632653,0.16000000000000014,-0.5199999999999996,-0.05294240888060192,-2.4050724637681142
fractal_dp1_N0100_Df1.8_kf1.3_rep01,fractal_dp2_N0100_Df1.8_kf1.3_rep01,100,0.1712887297240779,-0.009926757812499964,0.009926757812499964,True,-0.006513056268525164,0.003523569675330851,5.3415114955601695e-06,0.04096592606874694,-0.005179161907216845,-0.027271287042293542,0.0,-0.010000000000000009,0.023257940362097274,-0.1565656565656557,0.16000000000000014,-0.13999999999999968,0.07884004798073668,1.119808970099668
fractal_dp1_N0100_Df1.8_kf1.3_rep02,fractal_dp2_N0100_Df1.8_kf1.3_rep03,100,0.1682775217446016,0.017216796874999996,0.017216796874999996,True,-0.0043462554797573105,0.003837820791707691,-2.72252689370589e-06,-0.047301471124403194,0.0781527149184498,-0.020911226796379898,0.040000000000000036,0.010000000000000009,0.08440359661385988,-2.262626262626263,-0.11999999999999966,-0.5,-0.08483494244698286,-1.8753968253968258
fractal_dp1_N0100_Df1.8_kf1.3_rep05,fractal_dp2_N0100_Df1.8_kf1.3_rep04,100,0.37522397934964263,0.00935546875000004,0.00935546875000004,True,-0.0036894833040117536,0.006000826702274198,-1.379496759268406e-06,-0.005809151038340454,0.010326607039776697,-0.005588880897067786,-0.04999999999999999,-0.020000000000000018,-0.09580285601958749,2.8375757575757596,-0.45999999999999996,-0.3600000000000003,-0.031275958859660835,0.9051879493055965
fractal_dp1_N0100_Df2.2_kf1.1_rep01,fractal_dp2_N0100_Df2.2_kf1.1_rep05,100,0.1269407532554844,-0.002861328124999951,0.002861328124999951,False,-0.010476530715920918,0.0007062392236474313,-2.7628539629453996e-06,-0.10814515827679105,0.058371983340844036,0.12068507344504936,-0.10999999999999999,-0.09000000000000002,-0.14805742494243357,0.35292929292929287,-0.1200000000000001,-0.54,-0.012703399614238331,-4.267540526849038
