a,b,n,matching_distance,delta_exposure,abs_delta_exposure,both_box_quality_ok,delta_box_dimension,delta_hull_porosity,delta_log_rg,delta_asphericity,delta_lambda2_over_lambda1,delta_lambda3_over_lambda1,delta_leaf_fraction,delta_branch_fraction,delta_degree_std,delta_mean_graph_distance,delta_neighbors_1p5d,delta_neighbors_2d,delta_local_density_cv,delta_core_shell_density_difference
fractal_dp1.5_N0050_Df1.8_kf1.3_rep01,fractal_dp1.5_N0050_Df1.8_kf1.3_rep02,50,0.21682418439641232,0.01327148437499992,0.01327148437499992,False,-0.0025135451468738523,-0.009258445241275948,1.4201754416909296e-06,0.058542823778902964,0.012270855390511287,-0.050899558292824436,0.0,0.060000000000000026,-0.08747024177378548,-0.48244897959183675,-0.2799999999999998,-0.35999999999999943,-0.07142502308285059,-1.3592314118629902
fractal_dp1.5_N0050_Df1.8_kf1.3_rep03,fractal_dp1.5_N0050_Df1.8_kf1.3_rep04,50,0.22610516794652002,0.002539062500000022,0.002539062500000022,False,0.021191084163067142,0.0043118603290942525,-1.616773251722492e-06,-0.02650501895665225,-0.004215858736104916,0.027301062440438145,0.020000000000000018,-0.020000000000000018,0.07638874358818382,0.6097959183673467,-0.20000000000000018,-0.16000000000000014,0.02774053119163994,1.0869565217391308
fractal_dp1.5_N0050_Df1.8_kf1.3_rep05,fractal_dp2_N0050_Df1.8_kf1.3_rep02,50,0.14212781646893025,0.00105468750000004,0.00105468750000004,False,-0.004333293476615818,-0.0073380336201774865,9.50646258379706e-07,0.0812182154317993,-0.045163926336646884,-0.007975861964155923,0.06,0.060000000000000026,0.06805704736408402,-2.0857142857142854,-0.3200000000000003,0.08000000000000007,-0.03199815883306356,-1.019047619047618
fractal_dp1.5_N0050_Df2.2_kf1.1_rep01,fractal_dp2_N0050_Df2.2_kf1.1_rep03,50,0.14501269457677327,-0.008984374999999933,0.008984374999999933,False,-0.01241730879218883,-0.005773625256995651,1.1367254733052334e-06,0.10509548182811235,-0.03977485552928989,-0.13156172991605145,0.020000000000000018,0.01999999999999999,0.02327683826640603,0.6914285714285713,0.1200000000000001,1.1599999999999993,0.0017993666961173549,2.6638095238095243
fractal_dp1.5_N0050_Df2.2_kf1.1_rep02,fractal_dp1.5_N0050_Df2.2_kf1.1_rep04,50,0.038575245916695235,0.002587890624999978,0.002587890624999978,False,-0.0027105296924307964,0.003775524198374347,-2.1110653132261348e-06,0.02261273118314011,-0.1218677870540828,0.03797314584888581,0.08000000000000002,0.06,0.11074708004019163,-0.3836734693877544,-0.11999999999999966,0.040000000000000036,-0.04021210052943874,0.015151515151514694
fractal_dp1.5_N0050_Df2.2_kf1.1_rep03,fractal_dp2_N0050_Df2.2_kf1.1_rep02,50,0.3920906182931799,-0.0020019531250000666,0.0020019531250000666,False,0.02221221992615785,-0.008825815150431793,6.803772774954808e-06,0.07768436259509004,-0.153554039635807,-0.01153982196493103,0.0,-0.020000000000000018,0.02064717598475818,-0.4783673469387759,-0.2400000000000002,0.6799999999999997,0.08621987485495364,2.7954545454545467
fractal_dp1.5_N0050_Df2.2_kf1.1_rep05,fractal_dp1_N0050_Df2.2_kf1.1_rep05,50,0.05432414316480168,-0.0015234375000000577,0.0015234375000000577,False,-0.010055154702052871,0.0023564115711747213,-3.9822363917529913e-07,-0.06168742884651779,0.03075631121831715,0.04420214725361729,0.0,-0.040000000000000036,0.044780209097678214,1.113469387755103,0.7199999999999998,-0.3600000000000012,0.051677229143654635,2.152380952380952
fractal_dp1.5_N0050_Df2.6_kf0.8_rep01,fractal_dp1.5_N0050_Df2.6_kf0.8_rep03,50,0.005324480114002862,-0.002109374999999969,0.002109374999999969,False,-0.0035351323677828006,0.00036089653415050105,-2.114639293671061e-06,0.025823240422586546,0.088492256791255,-0.1204467923623842,0.06,0.040000000000000036,0.0583446455684391,-0.042448979591837244,0.6799999999999997,0.2400000000000002,-0.002067338552227016,-0.6770186335403716
fractal_dp1.5_N0050_Df2.6_kf0.8_rep02,fractal_dp2_N0050_Df2.6_kf0.8_rep04,50,0.06890780308708898,0.0008886718750000799,0.0008886718750000799,False,-0.012817254718290538,-0.0011304858569080034,-7.911643450486672e-06,-0.0008374619136377603,0.03466845516279804,-0.02419631536558714,0.03999999999999998,0.06,0.021101922948076668,-0.7371428571428567,-0.040000000000000036,0.3200000000000003,0.000972927352119568,-0.43333333333333357
fractal_dp1.5_N0050_Df2.6_kf0.8_rep04,fractal_dp2_N0050_Df2.6_kf0.8_rep02,50,0.03546396074488351,0.0045214843749999956,0.0045214843749999956,False,0.0005627270753061353,-0.0037596433894916403,-1.3064899855308454e-06,0.00839351712569969,-0.034656512735397826,-0.0014332732375925694,-0.019999999999999962,0.0,-0.04086779568686849,-0.6375510204081634,-0.2400000000000002,0.0799999999999983,0.01661213429415681,1.0833333333333321
fractal_dp1.5_N0050_Df2.6_kf0.8_rep05,fractal_dp2_N0050_Df2.6_kf0.8_rep05,50,0.2373349423530146,0.00036132812500000444,0.00036132812500000444,False,0.019595642661036194,-0.005787547246749902,7.962083911738915e-06,-0.021164356215963576,0.09058475131184907,0.007612044142054353,0.020000000000000018,0.019999999999999962,0.038525189083623124,0.6146938775510211,-0.4400000000000004,-0.5999999999999996,-0.016194521142273544,-1.1677018633540373
fractal_dp1.5_N0100_Df1.8_kf1.3_rep01,fractal_dp1.5_N0100_Df1.8_kf1.3_rep05,100,0.04351593566830151,0.008491210937500049,0.008491210937500049,True,0.004761101923785427,-0.0037120721467575057,8.332382037679054e-07,0.09686372116477704,-0.06617649736347331,-0.033785831637850296,-0.040000000000000036,-0.030000000000000027,-0.07079198201588666,1.754747474747477,-0.3999999999999999,-0.33999999999999986,0.0016936584117351883,0.5321698216435049
fractal_dp1.5_N0100_Df1.8_kf1.3_rep02,fractal_dp2_N0100_Df1.8_kf1.3_rep01,100,0.07633546534749748,-0.017153320312499942,0.017153320312499942,True,-0.012285587431388523,0.0025267530099937208,2.7624630800637817e-06,0.1241048219217209,-0.18300946624494416,0.018362603146655818,-0.03999999999999998,-0.02999999999999997,-0.05559581613990372,-0.62161616161616,0.2400000000000002,0.1800000000000006,0.10453011644879412,1.7374677002583985
fractal_dp1.5_N0100_Df1.8_kf1.3_rep03,fractal_dp1.5_N0100_Df1.8_kf1.3_rep04,100,0.05299630612525254,-0.002006835937500062,0.002006835937500062,True,-7.40207184461994e-05,0.004604090116344328,-2.393419135104935e-06,-0.011555466827679495,-0.02960540245213797,0.03362867430569312,0.0,-0.010000000000000009,0.011253954058561555,1.8674747474747484,-0.08000000000000007,-0.09999999999999964,0.01700908385957961,1.7271317829457358
fractal_dp1.5_N0100_Df2.2_kf1.1_rep01,fractal_dp2_N0100_Df2.2_kf1.1_rep04,100,0.27887993530610866,0.002343749999999978,0.002343749999999978,True,-0.011286049042917856,-0.009548402465469286,8.968828171251886e-07,-0.01369682218214785,0.08592006160355298,-0.04902074587461394,0.010000000000000009,0.02999999999999997,-0.011707597582060192,-0.7379797979797988,-0.03999999999999959,0.96,0.012696985642994318,-1.4188629798385906
fractal_dp1.5_N0100_Df2.2_kf1.1_rep02,fractal_dp2_N0100_Df2.2_kf1.1_rep02,100,0.028740629380344294,-0.000732421875,0.000732421875,False,0.005286662599463199,0.0026503666768293854,4.177149747430775e-06,0.024823107698360047,-0.03448298631624663,-0.021873468798609075,0.030000000000000027,0.020000000000000018,0.04218350636426982,-1.3317171717171714,-0.020000000000000018,-0.16000000000000014,0.04826591168789274,0.6000000000000005
fractal_dp1.5_N0100_Df2.2_kf1.1_rep03,fractal_dp2_N0100_Df2.2_kf1.1_rep03,100,0.10886887649765079,-0.005668945312499951,0.005668945312499951,False,0.009618286800649578,-0.0053615035244166664,-2.067045932641065e-06,0.09708884562372844,-0.1069891983353716,-0.011618121670109838,-0.020000000000000018,0.010000000000000009,-0.0718825178936785,-0.9341414141414148,-0.040000000000000036,0.0,-0.02716162423795082,0.46020539152759987
fractal_dp1.5_N0100_Df2.2_kf1.1_rep04,fractal_dp1_N0100_Df2.2_kf1.1_rep03,100,0.023476480528097175,0.00020019531249992895,0.00020019531249992895,False,-0.0017227126800485326,0.0029859259827997864,3.5502168982404214e-08,-0.06436278811902729,0.02091068764846099,0.11326757278062918,-0.020000000000000018,0.02999999999999997,-0.08538819545635024,1.5941414141414132,-0.19999999999999973,-0.120000000000001,-0.00803056537092206,-5.601762523191095
fractal_dp1.5_N0100_Df2.2_kf1.1_rep05,fractal_dp1_N0100_Df2.2_kf1.1_rep05,100,0.015446063776543248,-0.002187500000000009,0.002187500000000009,False,0.0038914924092505743,-0.001937893547957814,9.728211449733237e-07,-0.00976761445933827,0.06258231849602258,-0.02869739785875733,-0.020000000000000018,0.0,-0.04419655673417622,-0.6375757575757586,-0.06000000000000005,0.22000000000000064,0.006732345745449342,0.2046511627906975
fractal_dp1.5_N0100_Df2.6_kf0.8_rep01,fractal_dp1_N0100_Df2.6_kf0.8_rep05,100,0.018727996878161235,0.001132812499999969,0.001132812499999969,False,0.00639849526959857,0.0009698866309277854,-2.7248445075844785e-06,-0.027519046880399634,-0.03281296109732523,0.10033566983432457,0.04999999999999999,-0.020000000000000018,0.13665816553670607,2.161212121212122,0.2599999999999998,0.019999999999999574,-0.015682122703230994,-1.1563077584354184
fractal_dp1.5_N0100_Df2.6_kf0.8_rep02,fractal_dp2_N0100_Df2.6_kf0.8_rep02,100,0.41928742712199524,0.003349609374999951,0.003349609374999951,False,-0.006313385471494293,0.012701872187631635,7.520715894493435e-06,-0.037207407367228496,0.1958132509830326,-0.017249006950735724,0.06,-0.019999999999999962,0.17896563049102066,0.42040404040404056,0.5,0.5600000000000005,0.015079359992404284,1.1677544512774602
