x_m,y_m,z_m,radius_m
3.5973116089713625e-08,-9.2310579026861632e-07,-2.9348797404113809e-07,4.9999999999999998e-07
1.0313736632258341e-06,-9.0735275877746881e-07,-1.9899145156569641e-07,4.9999999999999998e-07
4.0765498745646448e-07,-4.7559496460371182e-07,-1.1068677422982702e-06,4.9999999999999998e-07
-4.7285815416598853e-07,-7.3137370588693276e-07,5.4575546276883999e-07,4.9999999999999998e-07
-6.2951214642882957e-07,-9.5687732081761379e-07,-1.0391345720317715e-06,4.9999999999999998e-07
1.887308242828828e-06,-3.9026870087190931e-07,-1.9926070936956297e-07,4.9999999999999998e-07
2.1724612049099347e-06,-8.540527093604071e-07,6.3954330927049484e-07,4.9999999999999998e-07
-1.4565586604181896e-06,-8.9762845704847314e-07,6.1425854091415231e-07,4.9999999999999998e-07
-6.3353047164520432e-07,-1.427330927702229e-06,-1.9215501526012155e-06,4.9999999999999998e-07
1.2659178382389596e-06,-2.4266079326674369e-07,5.7021045363530465e-07,4.9999999999999998e-07
6.6911102018778957e-07,3.9845179748836656e-07,-6.9737659388996925e-07,4.9999999999999998e-07
3.0640150145993163e-06,-9.8359340004181503e-07,2.0554905367932539e-07,4.9999999999999998e-07
-1.1843381050817623e-06,-1.8481902916845553e-06,4.6483241272495975e-07,4.9999999999999998e-07
1.6350059361735502e-06,1.037176852489868e-07,1.4326464950807854e-06,4.9999999999999998e-07
-1.3605387151344219e-06,-2.469474971518982e-07,1.3675144459927483e-06,4.9999999999999998e-07
-1.0872403206366292e-06,-1.0107253862788456e-07,-7.9813022908835623e-07,4.9999999999999998e-07
3.230986348338823e-06,-2.6886535189082669e-07,8.8472825749487888e-07,4.9999999999999998e-07
-2.1715218506191994e-06,-7.8559491203196862e-07,1.5959117235647443e-06,4.9999999999999998e-07
-1.1634081933763686e-06,-2.6973597080549112e-06,9.9253805140739076e-07,4.9999999999999998e-07
5.7872513456821307e-07,9.3425808712653391e-07,1.4211254342208952e-07,4.9999999999999998e-07
-2.7055287472706151e-06,-1.6109472231333475e-06,1.4125263454989562e-06,4.9999999999999998e-07
-1.3707392322670285e-06,4.4282982027427174e-07,-1.5879394409142556e-06,4.9999999999999998e-07
1.0305601578566436e-07,-1.8083346164775128e-06,1.668052040716819e-07,4.9999999999999998e-07
-7.5998602723272808e-07,-2.3651261784644124e-06,-2.7860729766474534e-07,4.9999999999999998e-07
-2.0741410087531528e-06,-2.3468079623346462e-06,1.6571863057538415e-06,4.9999999999999998e-07
7.1320333653725864e-07,-6.2847759583523985e-07,-2.0466906551077666e-06,4.9999999999999998e-07
-2.3040535223402487e-06,-5.8425125066211077e-07,1.8583446883931028e-07,4.9999999999999998e-07
5.0907109514072774e-07,1.6459284055967292e-06,-5.569394379068856e-07,4.9999999999999998e-07
-1.0806756504293217e-06,8.9741909280595914e-07,-7.4361998177971153e-07,4.9999999999999998e-07
1.3271093623833403e-06,1.9312105204164974e-06,-1.0563666180749933e-06,4.9999999999999998e-07
-1.1775410209400805e-06,-2.2567744406494034e-06,-2.0483412448977063e-06,4.9999999999999998e-07
-2.0772638275934145e-06,8.2557572743534319e-07,-7.0299319272401566e-07,4.9999999999999998e-07
9.7855253288228499e-07,6.9216795727872883e-07,1.9046583663885299e-06,4.9999999999999998e-07
3.6155748134549352e-06,6.4693134904649852e-07,1.0005216729032696e-06,4.9999999999999998e-07
7.1157607171354438e-07,1.7689981955451516e-07,-2.6394507843247309e-06,4.9999999999999998e-07
1.6157765551668443e-06,1.1777835537122144e-06,2.5030921872275875e-06,4.9999999999999998e-07
-2.6344303395146214e-06,1.2300554773937092e-06,2.223891485753205e-08,4.9999999999999998e-07
1.4165382499830565e-06,2.3172387017160716e-06,-1.3822462616675908e-07,4.9999999999999998e-07
-2.012400573727555e-06,1.2065296354452893e-06,8.0487900151007707e-07,4.9999999999999998e-07
-2.2517464022329408e-06,-9.3316307575376785e-07,-7.4986019476484252e-07,4.9999999999999998e-07
-2.7976104106007958e-06,-3.0068122732370609e-06,1.4547354865891794e-06,4.9999999999999998e-07
2.7589241794153059e-06,-1.6140105073687791e-06,9.1976701415745904e-07,4.9999999999999998e-07
1.660520001885548e-06,2.86050259987062e-06,-1.2152803573506137e-06,4.9999999999999998e-07
-2.7828442516529201e-06,2.0584857875230167e-06,-5.1783194340355273e-07,4.9999999999999998e-07
-3.1843731498879195e-06,2.2354419571942664e-06,3.8075642615030857e-07,4.9999999999999998e-07
3.7975113796618202e-06,-1.2326436809317031e-06,-4.2687251460306774e-07,4.9999999999999998e-07
2.3236269094020202e-06,3.0527694481589736e-06,-4.9186990107201917e-07,4.9999999999999998e-07
-3.7814932340794821e-06,2.0105585141620178e-06,-4.9775244225011727e-07,4.9999999999999998e-07
2.3450513874934091e-06,3.0216322593446431e-06,5.0741557726300126e-07,4.9999999999999998e-07
3.2997096185062274e-06,3.2588304361426995e-06,-4.2257766327468697e-07,4.9999999999999998e-07
