id_i,id_j
1,2
1,8
2,3
2,4
2,6
4,5
5,7
7,9
7,13
8,10
10,11
10,12
12,16
12,80
13,14
13,15
15,17
17,18
18,19
18,20
20,21
20,22
22,23
23,24
24,25
25,26
25,27
26,39
27,28
28,29
29,30
30,31
30,32
30,33
30,34
30,35
35,36
36,37
36,38
39,40
40,41
40,59
40,73
41,42
42,43
43,44
44,45
45,46
45,47
46,72
47,48
48,49
49,50
49,51
50,52
52,53
53,54
54,55
55,56
55,57
55,58
55,61
59,60
61,62
62,63
63,64
63,65
65,66
65,67
67,68
67,82
68,69
68,70
69,71
72,74
73,79
74,75
75,76
75,78
76,77
80,81
82,83
83,84
84,85
85,86
86,87
87,88
88,89
88,99
89,90
90,91
90,92
92,93
93,94
94,95
94,96
94,97
94,98
99,100
