x_m,y_m,z_m,radius_m
-2.4171104300164669e-08,1.4673310729555186e-06,-4.4829862963186992e-07,4.9999999999999998e-07
1.4564728522135399e-07,9.6562213442160488e-07,3.9990527013251034e-07,4.9999999999999998e-07
8.2831068517547418e-07,9.5055249437468152e-07,-3.3067230159546317e-07,4.9999999999999998e-07
2.5672454881161735e-07,6.7187773278830115e-07,-1.1024427765240019e-06,4.9999999999999998e-07
1.0626224589888099e-06,9.2301236955417562e-07,-1.6385956955578369e-06,4.9999999999999998e-07
-9.8771373317299106e-07,1.5150877348369718e-06,-1.8504038457431948e-07,4.9999999999999998e-07
5.4820872106573831e-07,1.0652335808502742e-06,1.3098623296201014e-06,4.9999999999999998e-07
1.8244136647538884e-06,3.0152843639385515e-07,-1.8214395624021189e-06,4.9999999999999998e-07
7.7555957679261634e-08,1.0714651887784768e-06,2.1921588463191632e-06,4.9999999999999998e-07
7.1484824625942196e-07,-5.9035892106825496e-09,-6.1752173810697287e-08,4.9999999999999998e-07
8.9828448153669339e-07,-9.6504207298593493e-07,-2.7716924956982994e-07,4.9999999999999998e-07
1.6359709350383653e-06,4.1383921860688505e-07,-5.7485211322208265e-07,4.9999999999999998e-07
8.2206728083723065e-09,1.9903845428762061e-06,2.5804626435404856e-06,4.9999999999999998e-07
5.2159261564509837e-08,-1.4925683415064774e-06,-2.0108936952382129e-07,4.9999999999999998e-07
-6.4337555102741379e-07,3.8009903529339476e-07,5.8593124752611697e-07,4.9999999999999998e-07
-1.554365799442994e-06,1.7200212941142661e-07,2.2985197958978699e-07,4.9999999999999998e-07
-2.0679627358755275e-06,1.004539669306233e-06,4.3745600544918122e-07,4.9999999999999998e-07
1.8623359042406786e-07,-1.9869204203322537e-06,6.577703958054765e-07,4.9999999999999998e-07
-4.1974908901763783e-07,-2.7789103816925291e-06,7.3218069966994147e-07,4.9999999999999998e-07
-9.531675813174839e-07,2.055709511642156e-06,2.3131327475606903e-06,4.9999999999999998e-07
-1.0769947932802602e-06,-3.066945233944823e-07,1.1692741659651002e-06,4.9999999999999998e-07
-1.3525276910690335e-06,-1.0803161632980928e-08,-7.3235569216002482e-07,4.9999999999999998e-07
-2.2308442644032796e-07,1.1082745564331007e-06,-1.8635874142771764e-06,4.9999999999999998e-07
8.7211441326216184e-07,1.761583405299492e-06,3.0291692789364507e-06,4.9999999999999998e-07
-6.3533005747567682e-07,9.7622393671782567e-08,-1.420738909071173e-06,4.9999999999999998e-07
-6.6813978569643956e-08,-1.5447227627894201e-06,-1.1926161137282448e-06,4.9999999999999998e-07
-2.1837818029193713e-06,-1.2056936193786533e-07,9.4973906588698646e-07,4.9999999999999998e-07
2.450040122705414e-06,6.3846028812963358e-07,-3.9280705455046403e-08,4.9999999999999998e-07
-1.8724800716688362e-06,6.2728513022458969e-07,1.5360878449194479e-06,4.9999999999999998e-07
6.0383691413798782e-07,1.8543674528237023e-06,4.1383448301753708e-07,4.9999999999999998e-07
-7.5679723282626414e-07,-7.0030086245532049e-07,2.0309861666535174e-06,4.9999999999999998e-07
1.3713516611554977e-06,1.8363051161124072e-06,-1.9042696288174735e-06,4.9999999999999998e-07
1.108734302673532e-06,-1.9316966354075349e-06,2.757458292160721e-07,4.9999999999999998e-07
-4.7277773470804407e-07,2.3525228413322089e-06,-5.7153670959193428e-07,4.9999999999999998e-07
8.2707936445164865e-07,-1.9850115966652518e-06,-1.276880187131341e-06,4.9999999999999998e-07
2.6094840243995616e-07,5.1716725762861483e-07,-2.5088039530191839e-06,4.9999999999999998e-07
-1.739432409403215e-06,1.2060653968582216e-06,-7.6764164310096827e-07,4.9999999999999998e-07
8.6828032589654563e-07,2.6749268529387302e-06,-2.1131543198869434e-06,4.9999999999999998e-07
