id_i,id_j
1,2
1,4
1,5
2,3
3,6
3,7
3,13
3,14
4,8
5,9
5,11
5,34
5,42
6,27
7,43
8,10
8,33
8,44
9,25
10,19
10,21
11,12
11,24
12,15
12,17
12,18
12,22
13,23
13,30
15,16
16,20
16,40
18,29
19,38
20,28
20,32
22,26
23,39
24,31
25,41
33,35
33,36
33,37
44,45
45,46
46,47
46,48
48,49
49,50
