id_i,id_j
1,3
2,3
2,4
2,12
4,5
5,6
7,9
7,11
8,9
8,15
10,12
11,12
13,15
14,15
14,17
16,18
16,19
17,18
19,20
20,21
21,24
22,23
22,25
23,26
24,25
26,27
27,28
28,30
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
36,48
38,40
39,40
39,43
41,43
42,43
43,46
44,46
45,46
45,49
47,48
47,50
49,50
