x_m,y_m,z_m,radius_m
7.5633450395372227e-06,1.8329552604424903e-07,-2.7565161617621897e-06,4.9999999999999998e-07
6.4707986334379139e-06,1.2967276519033111e-06,-2.7053272817565058e-06,4.9999999999999998e-07
7.4454427865209844e-06,1.1675709466042599e-06,-2.8880492572747199e-06,4.9999999999999998e-07
5.9291800459316052e-06,1.9027200998001657e-06,-2.1227275402875893e-06,4.9999999999999998e-07
6.4047902732602888e-06,1.5959984379212123e-06,-1.2982781884201942e-06,4.9999999999999998e-07
5.5682898802035313e-06,1.0639996938359467e-06,-1.4295962325252864e-06,4.9999999999999998e-07
4.5990900526413899e-06,-6.0680134237982382e-07,-2.9991103521032559e-06,4.9999999999999998e-07
3.4467568628659503e-06,-3.8436845533578509e-07,-3.4263192956550757e-06,4.9999999999999998e-07
4.1025171089024483e-06,-1.0757878906454633e-06,-3.7294985564797517e-06,4.9999999999999998e-07
6.4230664651968269e-06,-2.8312091918256631e-07,-3.70049706087965e-06,4.9999999999999998e-07
5.5601890494511654e-06,-3.3067476300019715e-07,-2.9925658512553286e-06,4.9999999999999998e-07
6.3028213269582201e-06,3.3551299579986934e-07,-2.9240737317843146e-06,4.9999999999999998e-07
2.2458726901098024e-06,-1.6938823363779077e-07,-1.8715408863725898e-06,4.9999999999999998e-07
2.1339409237219905e-06,-4.0364397450975406e-07,-3.2455043950139871e-06,4.9999999999999998e-07
2.88201340891205e-06,-1.276852137259241e-07,-2.6419861109096686e-06,4.9999999999999998e-07
7.2303955700627748e-09,-9.6265757753234784e-08,-3.4578182111565845e-06,4.9999999999999998e-07
1.1655237663512662e-06,-6.5234473915990888e-07,-3.2632846923240317e-06,4.9999999999999998e-07
2.4191663850126856e-07,-1.0209331146782175e-06,-3.1579638358071452e-06,4.9999999999999998e-07
-5.2484691476750054e-07,1.6163969024865756e-07,-4.2642786973026119e-06,4.9999999999999998e-07
-1.2924979721377582e-06,4.417208682688591e-07,-3.6878531705976093e-06,4.9999999999999998e-07
-1.5641076410997416e-06,1.3424956384570595e-06,-3.3489829873138687e-06,4.9999999999999998e-07
-3.3091156071258392e-06,2.4966129557647258e-07,-2.1369842679421101e-06,4.9999999999999998e-07
-3.9473836149802295e-06,-3.3485658078364487e-07,-2.6379361642006702e-06,4.9999999999999998e-07
-2.3120602564049073e-06,7.2829491902688786e-07,-3.0973396653090499e-06,4.9999999999999998e-07
-3.3084493798524603e-06,6.5791139924126753e-07,-3.0498541431154032e-06,4.9999999999999998e-07
-4.0919303049287305e-06,-8.3610324456596226e-07,-1.7847901998592636e-06,4.9999999999999998e-07
-4.1727399033613691e-06,-5.4416058207654644e-07,-8.3177430774636329e-07,4.9999999999999998e-07
-4.0141233548127688e-06,1.0150996562213221e-07,-8.4813576274476161e-08,4.9999999999999998e-07
-2.6420307179552166e-06,-5.9967345633249443e-07,5.1640099840916462e-07,4.9999999999999998e-07
-3.5397351566250868e-06,-7.580433700356643e-07,1.0524930958122924e-07,4.9999999999999998e-07
-4.4149498139365144e-06,-1.2178782137983991e-06,2.5541994615489872e-07,4.9999999999999998e-07
-4.4009513315916547e-06,-1.8899585723930408e-06,9.957658342932318e-07,4.9999999999999998e-07
-3.7261669640669601e-06,-1.6355592271285769e-06,1.6885479288029769e-06,4.9999999999999998e-07
-2.7750885066966312e-06,-1.6411691353276008e-06,1.3796494068640216e-06,4.9999999999999998e-07
-2.068760039603965e-06,-1.9644058549911654e-06,2.0094256525542379e-06,4.9999999999999998e-07
-1.3844402730124261e-06,-1.2363812721657586e-06,1.9683566392474526e-06,4.9999999999999998e-07
-4.8421139538992494e-07,-8.0132432667311273e-07,1.9506529087609406e-06,4.9999999999999998e-07
-1.445913505656999e-06,1.8639746789731711e-06,5.8433283513951329e-06,4.9999999999999998e-07
-1.867442232047757e-06,7.2141126397865718e-07,5.5364549009751744e-06,4.9999999999999998e-07
-9.3101105661257088e-07,1.0716675116605301e-06,5.5160290684856398e-06,4.9999999999999998e-07
-2.3922641012570902e-06,-2.4304894263841093e-07,6.2263497623719016e-06,4.9999999999999998e-07
-3.2784086299393317e-06,-1.6975244351026401e-08,5.2756638969735353e-06,4.9999999999999998e-07
-2.7960066108600282e-06,6.0765848999861966e-07,5.8897656718452783e-06,4.9999999999999998e-07
-3.4197284839550633e-06,1.4226836145330508e-06,5.65956778016784e-06,4.9999999999999998e-07
-1.8959165574100132e-06,1.00985066263713e-06,4.4531909830292006e-06,4.9999999999999998e-07
-2.7041547332563874e-06,1.1145508575128575e-06,5.0326639507313274e-06,4.9999999999999998e-07
-8.5606998602647573e-07,1.3524304891797123e-08,3.3303554929552298e-06,4.9999999999999998e-07
-1.2520466371883932e-06,-7.6200364409878051e-07,2.8386656597584664e-06,4.9999999999999998e-07
-1.2262883958504913e-06,3.7448866057118764e-07,4.8377859018427123e-06,4.9999999999999998e-07
-4.5394526966367673e-07,2.0368689826149981e-07,4.2259747762296838e-06,4.9999999999999998e-07
