id_i,id_j
1,2
1,3
1,4
1,15
3,5
4,11
5,6
6,7
7,8
7,9
8,10
8,25
10,34
11,12
12,13
13,14
15,16
16,17
16,18
16,24
18,19
19,20
20,21
20,22
22,23
23,31
25,26
26,27
26,28
28,29
29,30
31,32
31,33
34,35
34,38
35,36
36,37
36,39
37,43
39,40
39,49
40,41
41,42
41,45
42,50
43,44
43,46
45,47
47,48
