id_i,id_j
1,2
1,3
2,4
2,12
3,5
3,23
5,6
6,7
7,8
8,9
8,24
9,10
10,11
11,18
12,13
12,30
13,14
14,15
14,26
15,16
16,17
18,19
19,20
20,21
21,22
21,29
22,25
25,27
27,28
30,31
31,32
32,33
33,34
33,35
34,40
35,36
36,37
37,38
38,39
39,50
40,41
41,42
41,43
43,44
44,45
45,46
46,47
47,48
48,49
