id_i,id_j
1,2
1,4
2,3
3,5
4,10
5,6
5,13
6,7
7,8
8,9
8,18
10,11
11,12
11,15
13,14
13,16
15,40
16,17
16,22
17,20
18,19
19,29
20,21
20,27
21,23
22,28
23,24
23,42
24,25
25,26
26,44
27,59
28,35
29,30
29,31
31,32
31,49
32,33
33,34
33,36
34,41
35,45
36,37
37,38
38,39
38,43
39,50
43,51
44,62
45,46
45,52
46,47
47,48
48,53
49,89
53,54
54,55
55,56
55,66
56,57
57,58
58,61
59,60
59,76
61,71
62,63
62,67
63,64
64,65
64,78
65,69
66,68
69,70
69,75
70,128
71,72
71,88
72,73
73,74
73,82
75,100
76,77
76,101
78,79
78,124
79,80
80,81
80,129
82,83
83,84
84,85
84,127
85,86
86,87
86,93
89,90
89,112
90,91
90,108
91,92
91,102
93,94
94,95
94,140
95,96
95,135
96,97
96,142
97,98
98,99
98,105
102,103
103,104
103,111
104,113
105,106
106,107
108,109
109,110
109,121
111,175
112,150
113,114
113,118
114,115
114,137
115,116
116,117
116,123
117,143
118,119
119,120
120,125
121,122
121,139
123,132
125,126
125,156
126,180
127,190
128,154
129,130
130,131
130,178
131,159
132,133
133,134
135,136
135,162
136,141
137,138
137,179
139,191
142,144
144,145
145,146
145,158
146,147
147,148
147,151
148,149
148,171
149,182
151,152
152,153
152,157
154,155
154,161
157,164
159,160
162,163
163,174
164,165
164,172
165,166
166,167
166,192
167,168
168,169
169,170
172,173
172,197
174,185
175,176
175,177
178,183
180,181
180,194
183,184
184,198
185,186
185,195
186,187
187,188
188,189
192,193
195,196
198,199
199,200
