id_i,id_j
1,2
2,3
2,4
4,6
4,7
4,22
5,6
7,8
8,9
9,11
10,12
11,12
13,14
13,17
14,15
14,25
16,18
17,18
19,21
20,21
20,34
21,24
22,23
23,24
24,25
26,28
26,31
27,28
27,33
29,30
30,31
32,33
33,34
34,35
35,36
36,37
37,45
38,40
39,40
39,43
41,43
41,47
42,43
44,45
45,46
46,50
47,48
48,50
49,50
